t_s,px,py,pz,vn,ve,vd,qw,qx,qy,qz,bgx,bgy,bgz,bax,bay,baz,P_px,P_py,P_pz,P_vn,P_ve,P_vd,P_rn,P_re,P_rd,P_bgx,P_bgy,P_bgz,P_bax,P_bay,P_baz,innov_pn,innov_pe,innov_pd,innov_vn,innov_ve,innov_vd,S_pn,S_pe,S_pd,S_vn,S_ve,S_vd,rejected
37029.224,1545873.500000,5088037.500000,3510447.500000,-45.926010,3.548148,48.277863,0.013577,-0.086107,-0.595299,0.798762,0.005851,0.005932,-0.000556,-0.280885,-2.905949,-1.785629,0.140364,0.136341,0.137074,0.000987,0.000535,0.000655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,67.616104,270.208466,101.242317,8.161031,14.405842,68.702171,6.394789,6.390139,6.391186,0.011081,0.010563,0.010694,0
37029.231,1545873.500000,5088037.500000,3510447.000000,-45.985229,3.556009,48.325069,0.013587,-0.085981,-0.595093,0.798928,0.005851,0.005932,-0.000556,-0.280885,-2.905949,-1.785629,0.140423,0.136391,0.137130,0.000988,0.000536,0.000655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,67.616104,270.208466,101.242317,8.161031,14.405842,68.702171,6.394789,6.390139,6.391186,0.011081,0.010563,0.010694,0
37029.239,1545873.375000,5088037.500000,3510446.500000,-46.044308,3.563848,48.372299,0.013597,-0.085863,-0.594881,0.799099,0.005851,0.005932,-0.000556,-0.280885,-2.905949,-1.785629,0.140482,0.136441,0.137186,0.000990,0.000536,0.000656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,67.616104,270.208466,101.242317,8.161031,14.405842,68.702171,6.394789,6.390139,6.391186,0.011081,0.010563,0.010694,0
37029.246,1545873.375000,5088037.500000,3510446.250000,-46.103676,3.571644,48.419033,0.013603,-0.085745,-0.594674,0.799266,0.005851,0.005932,-0.000556,-0.280885,-2.905949,-1.785629,0.140542,0.136491,0.137242,0.000991,0.000537,0.000657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,67.616104,270.208466,101.242317,8.161031,14.405842,68.702171,6.394789,6.390139,6.391186,0.011081,0.010563,0.010694,0
37029.253,1545873.375000,5088037.000000,3510445.750000,-46.163353,3.579728,48.465965,0.013613,-0.085627,-0.594471,0.799429,0.005851,0.005932,-0.000556,-0.280885,-2.905949,-1.785629,0.140601,0.136541,0.137298,0.000992,0.000537,0.000658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,67.616104,270.208466,101.242317,8.161031,14.405842,68.702171,6.394789,6.390139,6.391186,0.011081,0.010563,0.010694,0
37029.260,1545873.250000,5088037.000000,3510445.250000,-46.224895,3.587765,48.515305,0.013621,-0.085511,-0.594259,0.799599,0.005851,0.005932,-0.000556,-0.280885,-2.905949,-1.785629,0.140664,0.136593,0.137356,0.000994,0.000538,0.000658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,67.616104,270.208466,101.242317,8.161031,14.405842,68.702171,6.394789,6.390139,6.391186,0.011081,0.010563,0.010694,0
37029.283,1545876.500000,5088042.500000,3510469.750000,-43.688904,3.458118,45.313328,0.020268,-0.087794,-0.605969,0.790369,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.136231,0.132674,0.133153,0.000905,0.000509,0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.290,1545876.375000,5088042.500000,3510469.250000,-43.747719,3.465756,45.358173,0.020279,-0.087674,-0.605767,0.790537,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.136285,0.132720,0.133205,0.000906,0.000509,0.000618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.297,1545876.375000,5088042.500000,3510469.000000,-43.806015,3.473532,45.403313,0.020283,-0.087552,-0.605563,0.790707,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.136338,0.132767,0.133257,0.000907,0.000510,0.000619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.304,1545876.375000,5088042.000000,3510468.500000,-43.864639,3.481652,45.448185,0.020298,-0.087426,-0.605358,0.790877,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.136392,0.132814,0.133309,0.000909,0.000510,0.000619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.312,1545876.250000,5088042.000000,3510468.000000,-43.924740,3.490082,45.494339,0.020301,-0.087304,-0.605150,0.791050,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.136447,0.132862,0.133362,0.000910,0.000511,0.000620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.319,1545876.250000,5088042.000000,3510467.500000,-43.983109,3.498054,45.539062,0.020310,-0.087179,-0.604954,0.791213,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.136501,0.132909,0.133414,0.000911,0.000511,0.000621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.326,1545876.125000,5088042.000000,3510467.250000,-44.041824,3.506070,45.583893,0.020317,-0.087061,-0.604752,0.791380,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.136555,0.132956,0.133466,0.000912,0.000512,0.000622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.334,1545876.125000,5088042.000000,3510466.750000,-44.100243,3.514185,45.628948,0.020322,-0.086936,-0.604549,0.791549,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.136610,0.133004,0.133518,0.000914,0.000512,0.000622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.341,1545876.000000,5088042.000000,3510466.250000,-44.159607,3.522375,45.674614,0.020335,-0.086816,-0.604345,0.791717,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.136665,0.133051,0.133571,0.000915,0.000513,0.000623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.348,1545876.000000,5088041.500000,3510465.750000,-44.218388,3.530382,45.719448,0.020343,-0.086694,-0.604147,0.791882,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.136719,0.133099,0.133623,0.000916,0.000513,0.000624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.355,1545876.000000,5088041.500000,3510465.250000,-44.277092,3.538345,45.764503,0.020351,-0.086570,-0.603944,0.792050,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.136773,0.133146,0.133676,0.000918,0.000514,0.000625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.363,1545875.875000,5088041.500000,3510465.000000,-44.336143,3.546362,45.810387,0.020361,-0.086448,-0.603734,0.792223,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.136829,0.133194,0.133729,0.000919,0.000514,0.000625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.370,1545875.875000,5088041.500000,3510464.500000,-44.395729,3.554474,45.855843,0.020370,-0.086331,-0.603529,0.792392,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.136884,0.133242,0.133782,0.000920,0.000515,0.000626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.377,1545875.750000,5088041.500000,3510464.000000,-44.454521,3.562493,45.901108,0.020376,-0.086214,-0.603327,0.792558,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.136939,0.133290,0.133835,0.000921,0.000515,0.000627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.384,1545875.750000,5088041.500000,3510463.500000,-44.513336,3.570572,45.946045,0.020378,-0.086094,-0.603126,0.792724,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.136994,0.133337,0.133887,0.000923,0.000516,0.000627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.391,1545875.625000,5088041.000000,3510463.000000,-44.572018,3.578679,45.991375,0.020387,-0.085981,-0.602929,0.792886,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137049,0.133385,0.133940,0.000924,0.000516,0.000628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.399,1545875.625000,5088041.000000,3510462.750000,-44.630211,3.586693,46.036903,0.020394,-0.085861,-0.602729,0.793051,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137104,0.133432,0.133993,0.000925,0.000517,0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.406,1545875.625000,5088041.000000,3510462.250000,-44.688812,3.594506,46.081909,0.020399,-0.085747,-0.602524,0.793219,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137159,0.133480,0.134046,0.000927,0.000517,0.000630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.413,1545875.500000,5088041.000000,3510461.750000,-44.747822,3.602655,46.127144,0.020418,-0.085629,-0.602326,0.793382,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137215,0.133528,0.134099,0.000928,0.000518,0.000630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.420,1545875.500000,5088041.000000,3510461.250000,-44.806782,3.610739,46.172245,0.020428,-0.085513,-0.602125,0.793546,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137270,0.133576,0.134152,0.000929,0.000519,0.000631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.427,1545875.375000,5088040.500000,3510460.750000,-44.865536,3.619146,46.217476,0.020439,-0.085396,-0.601924,0.793711,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137325,0.133623,0.134205,0.000930,0.000519,0.000632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.435,1545875.375000,5088040.500000,3510460.250000,-44.924366,3.627401,46.262836,0.020450,-0.085285,-0.601724,0.793875,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137381,0.133671,0.134258,0.000932,0.000520,0.000633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.442,1545875.250000,5088040.500000,3510460.000000,-44.982933,3.635630,46.308147,0.020460,-0.085165,-0.601512,0.794047,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137437,0.133719,0.134311,0.000933,0.000520,0.000633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.449,1545875.250000,5088040.500000,3510459.500000,-45.042442,3.643853,46.354496,0.020468,-0.085043,-0.601301,0.794220,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137493,0.133768,0.134366,0.000934,0.000521,0.000634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.456,1545875.250000,5088040.500000,3510459.000000,-45.101463,3.651917,46.400063,0.020470,-0.084925,-0.601090,0.794393,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137549,0.133816,0.134419,0.000936,0.000521,0.000635,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.463,1545875.125000,5088040.500000,3510458.500000,-45.160160,3.660000,46.445709,0.020476,-0.084809,-0.600882,0.794562,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137605,0.133864,0.134473,0.000937,0.000522,0.000636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.471,1545875.125000,5088040.000000,3510458.000000,-45.219826,3.667910,46.492065,0.020486,-0.084686,-0.600673,0.794733,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137662,0.133913,0.134527,0.000938,0.000522,0.000636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.478,1545875.000000,5088040.000000,3510457.500000,-45.278408,3.675926,46.537941,0.020498,-0.084568,-0.600473,0.794897,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137719,0.133962,0.134580,0.000940,0.000523,0.000637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.485,1545875.000000,5088040.000000,3510457.250000,-45.337273,3.684348,46.583332,0.020511,-0.084453,-0.600265,0.795066,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137775,0.134010,0.134634,0.000941,0.000523,0.000638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.492,1545874.875000,5088040.000000,3510456.750000,-45.396187,3.692544,46.629314,0.020514,-0.084336,-0.600051,0.795239,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137831,0.134058,0.134688,0.000942,0.000524,0.000639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.500,1545874.875000,5088040.000000,3510456.250000,-45.455421,3.700716,46.674965,0.020529,-0.084221,-0.599846,0.795405,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137888,0.134107,0.134742,0.000944,0.000524,0.000639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.507,1545874.875000,5088040.000000,3510455.750000,-45.513866,3.708707,46.721245,0.020545,-0.084101,-0.599643,0.795571,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.137945,0.134155,0.134796,0.000945,0.000525,0.000640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.514,1545874.750000,5088039.500000,3510455.250000,-45.572395,3.716763,46.767288,0.020556,-0.083981,-0.599437,0.795739,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138001,0.134204,0.134850,0.000946,0.000525,0.000641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.521,1545874.750000,5088039.500000,3510454.750000,-45.631149,3.724769,46.813198,0.020560,-0.083862,-0.599234,0.795904,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138058,0.134252,0.134904,0.000948,0.000526,0.000642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.528,1545874.625000,5088039.500000,3510454.500000,-45.690372,3.732877,46.859016,0.020570,-0.083742,-0.599034,0.796067,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138115,0.134301,0.134958,0.000949,0.000526,0.000642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.536,1545874.625000,5088039.500000,3510454.000000,-45.749264,3.741073,46.904648,0.020579,-0.083622,-0.598833,0.796231,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138172,0.134350,0.135012,0.000950,0.000527,0.000643,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.543,1545874.500000,5088039.500000,3510453.500000,-45.808128,3.749253,46.950794,0.020582,-0.083506,-0.598632,0.796393,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138230,0.134399,0.135067,0.000952,0.000528,0.000644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.550,1545874.500000,5088039.500000,3510453.000000,-45.867241,3.757483,46.997017,0.020588,-0.083394,-0.598431,0.796556,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138287,0.134448,0.135121,0.000953,0.000528,0.000645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.557,1545874.500000,5088039.000000,3510452.500000,-45.926308,3.765814,47.043171,0.020590,-0.083276,-0.598233,0.796717,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138344,0.134497,0.135176,0.000954,0.000529,0.000645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.564,1545874.375000,5088039.000000,3510452.000000,-45.985466,3.774214,47.089035,0.020601,-0.083159,-0.598029,0.796882,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138402,0.134546,0.135230,0.000955,0.000529,0.000646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.572,1545874.375000,5088039.000000,3510451.750000,-46.044132,3.782388,47.135151,0.020611,-0.083043,-0.597828,0.797045,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138459,0.134595,0.135285,0.000957,0.000530,0.000647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.579,1545874.250000,5088039.000000,3510451.250000,-46.103123,3.790374,47.181305,0.020622,-0.082923,-0.597627,0.797208,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138517,0.134644,0.135340,0.000958,0.000530,0.000647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.586,1545874.250000,5088039.000000,3510450.750000,-46.162918,3.798889,47.227772,0.020628,-0.082800,-0.597415,0.797380,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138576,0.134694,0.135395,0.000960,0.000531,0.000648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.593,1545874.125000,5088038.500000,3510450.250000,-46.221073,3.806938,47.273518,0.020638,-0.082685,-0.597209,0.797546,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138633,0.134742,0.135449,0.000961,0.000531,0.000649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.600,1545874.125000,5088038.500000,3510449.750000,-46.279839,3.814963,47.319794,0.020641,-0.082569,-0.597003,0.797712,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138691,0.134792,0.135504,0.000962,0.000532,0.000650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.608,1545874.000000,5088038.500000,3510449.250000,-46.338772,3.823321,47.366234,0.020645,-0.082454,-0.596802,0.797873,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138749,0.134841,0.135559,0.000963,0.000532,0.000650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.615,1545874.000000,5088038.500000,3510448.750000,-46.397717,3.831430,47.412575,0.020658,-0.082335,-0.596594,0.798042,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138808,0.134890,0.135614,0.000965,0.000533,0.000651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.622,1545874.000000,5088038.500000,3510448.250000,-46.456989,3.839784,47.458832,0.020661,-0.082220,-0.596389,0.798206,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138866,0.134940,0.135670,0.000966,0.000533,0.000652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.629,1545873.875000,5088038.500000,3510448.000000,-46.516441,3.848234,47.505016,0.020676,-0.082106,-0.596187,0.798368,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138925,0.134989,0.135725,0.000968,0.000534,0.000653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.636,1545873.875000,5088038.000000,3510447.500000,-46.575874,3.856512,47.551346,0.020696,-0.081982,-0.595984,0.798533,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.138983,0.135039,0.135780,0.000969,0.000535,0.000654,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.756,1545872.875000,5088037.000000,3510439.500000,-47.556664,3.996044,48.323154,0.020835,-0.080068,-0.592577,0.801254,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.139970,0.135869,0.136708,0.000991,0.000544,0.000666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
37029.763,1545872.875000,5088036.500000,3510439.000000,-47.616089,4.004518,48.369949,0.020843,-0.079953,-0.592376,0.801413,0.006393,0.005528,-0.000552,-0.291198,-2.828997,-1.754290,0.140030,0.135920,0.136765,0.000993,0.000544,0.000667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,64.797180,265.650238,79.270630,7.739926,13.133293,65.357658,6.390664,6.386593,6.387356,0.010994,0.010538,0.010658,0
